,term,score
0,naive,11.01986402162968
1,bayes,9.581453659370776
2,84,7.8283137373023015
3,feature,5.748872195622465
4,method,5.748872195622465
5,gram,5.218875824868201
6,text,5.218875824868201
7,trigram,5.218875824868201
8,f1,5.218875824868201
9,normal,5.218875824868201
10,new,4.407945608651872
11,machine,4.407945608651872
12,score,4.407945608651872
13,algorithm,3.83258146374831
14,tf,3.83258146374831
15,idf,3.83258146374831
16,use,3.83258146374831
17,extraction,3.83258146374831
18,performance,3.83258146374831
19,learning,3.83258146374831
20,positive,3.386294361119891
21,recall,3.386294361119891
22,negative,3.386294361119891
23,precision,3.386294361119891
24,using,3.0216512475319814
25,public,3.0216512475319814
26,accuracy,2.713349887877465
27,results,2.713349887877465
28,total,2.6094379124341005
29,policy,2.6094379124341005
30,resulted,2.6094379124341005
31,rule,2.6094379124341005
32,maintaining,2.6094379124341005
33,topic,2.6094379124341005
34,restraining,2.6094379124341005
35,process,2.6094379124341005
36,highest,2.6094379124341005
37,processing,2.6094379124341005
38,hot,2.6094379124341005
39,conversation,2.6094379124341005
40,classifying,2.6094379124341005
41,fairly,2.6094379124341005
42,measuring,2.6094379124341005
43,spread,2.6094379124341005
44,stabilization,2.6094379124341005
45,selection,2.6094379124341005
46,enforced,2.6094379124341005
47,government,2.6094379124341005
48,basis,2.6094379124341005
49,economic,2.6094379124341005
50,virus,2.6094379124341005
51,86,2.6094379124341005
52,classifier,2.6094379124341005
53,obtained,2.6094379124341005
54,objective,2.6094379124341005
55,parameters,2.6094379124341005
56,think,2.6094379124341005
57,shows,2.203972804325936
58,pandemic,2.203972804325936
59,good,2.203972804325936
60,conducted,2.203972804325936
61,81,2.203972804325936
62,rate,2.203972804325936
63,determine,2.203972804325936
64,78,2.203972804325936
65,type,2.203972804325936
66,data,2.203972804325936
67,representation,2.203972804325936
68,85,2.203972804325936
69,91,2.203972804325936
70,mining,1.916290731874155
71,people,1.916290731874155
72,19,1.916290731874155
73,classification,1.916290731874155
74,uses,1.916290731874155
75,covid,1.916290731874155
76,research,1.916290731874155
77,tweet,1.916290731874155
78,value,1.6931471805599454
79,study,1.5108256237659907
80,analysis,1.5108256237659907
81,sentiment,1.5108256237659907
82,media,1.3566749439387324
83,twitter,1.2231435513142097
84,indonesian,1.2231435513142097
85,social,1.2231435513142097
86,quality,0.0
87,popular,0.0
88,purpose,0.0
89,punctuation,0.0
90,primarily,0.0
91,predict,0.0
92,problematic,0.0
93,previous,0.0
94,posts,0.0
95,provides,0.0
